category,business_count,saturation_score,saturation_level
"Car Parts and Accessories, Car Rental, Vehicle Services, Windscreen Repair Near Me, Windscreen, Car Window Screen Repair Near Me, Car Screen Repair Near Me, Auto Glass, Windscreen Shop Lusaka, Motor car repairs",1,0.03125,Low
"Farming, Tractor Parts and Spares, Automotive, Motorcar Accessories & Supplies, Motorbikes, Motorbikes For Sale, Gatoma Motorcycle, Electric Motorcycle Scooter, Capital Fisheries, Helmets For Sale Near Me, Best of Bikes Lusaka, Honda, Honda Zambia, motorbike, Affordable, Motorbikes",1,0.03125,Low
"Tourist Information, Tourism",1,0.03125,Low
"General Office Services, Stationery, Retail Services, Packaging Solutions, Farming, Agricultural Supplies, Agriculture, Industrial Services, Clothing and Accessories, Headwear, Home and Garden, Jewellery, Textile, Aluminium, Chemicals, Plastic Products, Investorpass, Shareholders, Luse, Zamleather, Bread, Flour, Edible oils, Dairy products, Milk, Eggs, Chickens, Pork, Beef, Agri-business, Contact, Share quote, Annual report, Corporate, Media centre, Investor relations, West africa, Zambeef, Home, Zambia",1,0.03125,Low
"General Office Services, Stationery, Retail Services, Packaging Solutions, Energy Suppliers, Solar Energy, Engineers, Industrial Services, Clothing and Accessories, Headwear, Home and Garden, Jewellery, Textile, Chemicals, Plastic Products",1,0.03125,Low
"Brokers, Consultants, Investment Companies, Insurance Companies, Insurance agentsinsurance brokers",1,0.03125,Low
"General Office Services, Stationery, Printing, Clothing and Accessories, Apparel, Customs Clearing, Clearing and forwarding",1,0.03125,Low
"Car Parts and Accessories, Vehicle Services, Auto Repair, Auto Services, Auto Parts- New & Used, Auto Supplies, Auto Spares",1,0.03125,Low
"Advertising, Graphic Design, Online Advertising, advertisement, digital marketing, Graphic design",1,0.03125,Low
"Doctors and Clinics, Medical Equipment, Laboratory Testing",1,0.03125,Low
"Conferences, Event Equipment, Conference Products, Exhibition Stands, Event Services, Event Management, Exhibition, Events, Conference",1,0.03125,Low
"Tour Operators, Activity Holidays, Tourist Information, Travel Agents, Air Travel, Adventure travel",1,0.03125,Low
"Farming, Agricultural Supplies, Agriculture, Industrial Services, Shopping Centres, Chemicals, Vehicle Sales, Pharmacies Near Me, Veterinary, Auto centres",1,0.03125,Low
"Doctors and Clinics, Hospitals, Beit Cure Hospital of Zambia",1,0.03125,Low
"Advertising, Cameramen, Media Agencies, Website Designing",1,0.03125,Low
"Advertising, Brand Management, Graphic Design, Signs, Printing, Design and Print, Lusaka, Books, Printing, Stationery",1,0.03125,Low
"Doctors and Clinics, Hospitals, Cfb Zambia, Cfb Medical Center, Cfb Lusaka, Cfb Locations, Cfb Jobs, Cfb Clinic Lusaka, Care For Business Hospital, Cfb Medical, Cfb Hospital Jobs, Cfb Contact Number, Cfb Hospital Lusaka, Cfb Hospital Address, Cfb Hospital, Cfb medical centre",1,0.03125,Low
"Weddings, Bridal Wear, Bridal Shops, Bridal shop",1,0.03125,Low
"Energy Suppliers, Biomass Fuel, Renewable Energy, Solar energy equipment, Renewable energy",1,0.03125,Low
"Advertising, Advertising Agencies, Graphic Design, Media Agencies, Online Advertising, Digital Media, Branding, Web Design, Video production, Graphic design",1,0.03125,Low
"General Office Services, Stationery, Networking, Computer Networking, Weddings, Bridal Wear, Energy Suppliers, Solar Energy, Engineers, Clothing and Accessories, Mobile Phone Shops, Vehicle Services, Computer Xpress, Computer Stores Near Me, Computers Express, Computer Express Lusaka, Computer Express Zambia Contact Details, Computer Express Zambia, Computer Express Contact Details, Computer Express, Mobile Express Lusaka, Solar energy equipment",1,0.03125,Low
"Tax Consultants, Audit and Accounting, Business Management Consulting, Financial Activity, payroll, Consulting, Accounting",1,0.03125,Low
"Steel Products, Construction Services, Construction, Fencing and Fence Materials, Metals, Windows, Metal Fabrication, Electrical installations, Roofing, Welding",1,0.03125,Low
"Laundry and Dry Cleaning, Dry Cleaning",1,0.03125,Low
"Advertising, Brand Management, Printing, Design and Print, Web Design, Graphic Design, Web Design, Digital printing, Graphic design",1,0.03125,Low
"Air Travel, Air charter",1,0.03125,Low
"Industrial Automation, Assembly Equipment, Industrial Equipment, Equipment",1,0.03125,Low
"Security, Fencing, Security, Property, Construction",1,0.03125,Low
"Food Manufacturing, Food Consultants, Food Retailers, Food Supplies, Fruit Importers, Importers",1,0.03125,Low
"Religion, Schools, Catholic Schools in Lusaka, Best Catholic Boarding Schools in Zambia",1,0.03125,Low
"Communications, Delivery Service, Food Retailers, Organic Food Delivery, Catering, Food Delivery",1,0.03125,Low
"Computer Software Solution, Computers Hardware, Networking, Software Applications, Web Design, Web Hosting, school management system, loan management system, IT CONSULTANCY",1,0.03125,Low
"General Office Services, Stationery, Industrial Services, Steel Products, Home and Garden, Kachema Butchery Lusaka, Kachema Meat Zambia, Butcheries in Lusaka, Kachema Meat Supplies, Kachema Meat Jobs, Kachema, Kachema Meat, Kachema Meat Suppliers Address, Stationery suppliers",1,0.03125,Low
"Clothing and Accessories, Shoes, Designer, Quality, Shoes",1,0.03125,Low
"Schools, Kings, Schools in lusaka",1,0.03125,Low
"Farming, Agricultural Equipment, Agricultural Supplies, Agriculture, Water Treatment, Home and Garden, Pop up sprinklers, Irrigation systems",1,0.03125,Low
"Energy Suppliers, Solar Energy, Engineers, Farming, Agricultural Supplies, Industrial Services, Hardware Stores, Vehicle Services, Wooden Doors, Sonex Hardware, Hardware Store, Lusaka Hardware, Hardwares in Lusaka, Hardware Stores in Lusaka, Hardware Stores in Zambia, Hardware Shops in Lusaka, Zambia, Solar energy equipment",1,0.03125,Low
"Doctors and Clinics, Hospitals, Lusaka Eye Clinic, Chawama Eye Clinic, Eye Hospitals in Lusaka, Eye Clinics in Lusaka",1,0.03125,Low
"Jewellery, Watches and Clocks, Online",1,0.03125,Low
"Online Content, Software Applications, Camping and Caravans, Caravan Hire, Car Rental, Taxis, Taxi, Car hire, Travel",1,0.03125,Low
"Shopping Centres, Vehicle Sales, Auto centres",1,0.03125,Low
"Advertising, Graphic Design, Logo Design, Market Research, Digital Media, Marketing, digital marketing, Website design",1,0.03125,Low
"Computer Software Solution, Computer Services, Computers Hardware, Networking, Cabling and Fibre Optics, Computer Networking, Photocopying Machine Near Me",1,0.03125,Low
"General Business, General Office Services, Health and Safety, Garbage Removal, Event Services, Civil Engineering, Waste Management, Portable Toilet",1,0.03125,Low
"Advertising, Logo Design, Web Design, Web Services, Website Management, Mail Services",1,0.03125,Low
"Chemicals, Chemicals Cleaning, Alcohol, Manufacturing, Chemical",1,0.03125,Low
"Schools, Private Schools in Zambia, Secondary Schools in Zambia, Private Schools in Lusaka, Catholic Schools in Lusaka",1,0.03125,Low
"General Office Services, Stationery, Food Retailers, Wholesalers, Industrial Services, Vehicle Services, Electrical Shops in Lusaka, Stationery suppliers",1,0.03125,Low
"Advertising, Social Media, Web Design, Graphic Design, Fashion, Graphic design, Advertising",1,0.03125,Low
"Advertising, Graphic Design, Logo Design, Digital Marketing, Software Applications, Web Development, mobile app development, digital marketing, Website development, Logo design, Graphic design",1,0.03125,Low
"Web Development, Ecommerce, Arts and Crafts, Home and Garden, Carpet & Rug Dealers-New, Jewellery, Vehicle Services, Diamond dealersart dealers",1,0.03125,Low
"General Office Services, Stationery, Retail Services, Packaging Solutions, Farming, Agricultural Supplies, Agriculture, Industrial Services, Clothing and Accessories, Headwear, Home and Garden, Jewellery, Textile, Aluminium, Chemicals, Plastic Products, Meat Processing Companies in Zambia",1,0.03125,Low
"General Office Services, Stationery, Farming, Wood Products, Hardware Stores, Building Materials, Seedco Company, Seedco Contact Details, Seed Co Zambia, Seedco, Seedco Zambia, Stationery suppliers",1,0.03125,Low
"Market Research, Web Services, Domain Name Registration, Website Maintenance, Film, Television and Video, Web TV, Social Media, Web Management, Web Design, Marketing, Video production",1,0.03125,Low
"Energy Suppliers, Solar Energy, Inverter, Solar power",1,0.03125,Low
"Communications, Wireless Services, Networking, Cabling and Fibre Optics, Industrial Premises, Security Fencing, Laundry, Security, Catering, Networking",1,0.03125,Low
"Associations, World Vision Postal Address, World Vision Zambia Contact Details, World Vision Address, World Vision Zambia",1,0.03125,Low
"General Business, Banks, Credit Unions, Financial Activity, Zanaco Branches, Zanaco Contact Number, Zanaco Contact, Zanaco Address, Zanaco Branches in Lusaka, Zanaco Phone Number, Zanaco Contact Details, Zanaco Contact Numbers, Zanaco Head Office Phone Number",1,0.03125,Low
"Consultants, Investment Companies, Insurance Companies, Financial Activity, Construction, Zisc Insurance, Zisc, Zsic",1,0.03125,Low
"Advertising, Social Media, Marketing, social media marketing, Advertising",1,0.03125,Low
"Consultants, Consulting, Business Development, Business Management Consulting, Management Consulting",1,0.03125,Low
"Artificial Intelligence, Software, Machine Learning, AgTech (Agricultural Technology), Farming, Agriculture, Business Intelligence, AgTech",1,0.03125,Low
"Consultants, Tax Consultants, Audit and Accounting, Business Management Consulting, Payroll Services, Taxation, Consultancy, Accounting",1,0.03125,Low
"Advertising, Catalogue Designers",1,0.03125,Low
"Consulting, Business Management Consulting, Water Treatment, Environmental Services, Water",1,0.03125,Low
"Doctors and Clinics, Medical Clinic, Health Care, Medical Equipment, Pharmaceuticals, Medical",1,0.03125,Low
"Doctors and Clinics, Pet Vaccinations",1,0.03125,Low
"Insurance Companies, Banks, Credit Unions, Financial Activity, financial services, Insurance",1,0.03125,Low
"Printing, Design and Print, Small Business, Business Advice, Business Development, Advice",1,0.03125,Low
"Wine and Beer, FMCG, Beverages, Food & beverages",1,0.03125,Low
"Information Technology, Infrastructure, Nonprofit Organizations, Non Profit",1,0.03125,Low
"Insurance Companies, Financial Activity, Construction, Milling Companies in Zambia, Flour, Lusaka, Construction companies",1,0.03125,Low
"General Business, Food Retailers, Industrial Services, Food and Beverage, Manufacturing",1,0.03125,Low
"General Office Services, Stationery, Stationery Shops in Lusaka, Dallas Stationery Lusaka, Stationery Suppliers in Zambia, Office Stationery, Stationery suppliers, Office equipment",1,0.03125,Low
"Property Consultants, Property Management, Real estate, Property, Consultants",1,0.03125,Low
"Networking, Software Applications, Information Technology, Software, Cyber Security, Information technology",1,0.03125,Low
"Advertising, Graphic Design, Graphic Materials Supply, Web Design, Graphic design",1,0.03125,Low
"Home Remodeling, Home Improvement, Tiles, Paint",1,0.03125,Low
"Vehicle Services, Mechanics, Auto Repair",1,0.03125,Low
"Financial Activity, Nonprofit Organizations, Non Profit, financial services",1,0.03125,Low
"Retail Services, Communications, Delivery Service, Web Development, Ecommerce, Fashion, Beauty Products, Cosmetics, Electrical Goods, Consumer Electronics, e-commerce, Retail",1,0.03125,Low
"General Business, Car hiring, financial services, Car rental",1,0.03125,Low
"Conferences, Hotels, House, Guesthouse, Zambia, Lusaka, Hotel, Accommodation, Conferences",1,0.03125,Low
"General Business, Fire Safety Equipment",1,0.03125,Low
"Human Resources, Market Research, Small Business, Business Advice, Investment Companies, Tax Consultants, Business Consultancy, Market research",1,0.03125,Low
"Advertising, Design Agencies, Digital Signage, Graphic Design, Graphic Materials Supply, T-Shirt Printing",1,0.03125,Low
Computer Training,1,0.03125,Low
"General Business, water tanks, Borehole drilling In zambia",1,0.03125,Low
"Logistics, Transport, Vehicle Sales, Auto Repair, Courier Services, Cargo Services, Taxi, Courier, Transport, Logistics",1,0.03125,Low
"Cleaning Equipment & Services, General Office Services, Printing, Secretarial Services, Internet Service Providers, Audit and Accounting, Air Transport, Car Rental, Logistics, Vehicle Services, Shipping & Port Agent",1,0.03125,Low
"Restaurants, Take Aways, Wine and Beer, Whisky and Spirits, Hotels, debonairs pizza, Lusaka",1,0.03125,Low
"Music, Zambian music",1,0.03125,Low
"Pharmacies, Chemists, Drugstores",1,0.03125,Low
"Doctors and Clinics, Medical Clinic, Health Care, Medical",1,0.03125,Low
"Leisure, Hotels, Mika Hotel Kabulonga Contact Details, Mika Hotel Contact Details, Lodgeslodgessafari lodges",1,0.03125,Low
"Business Development, Financial Activity, financial services",1,0.03125,Low
"General Business, Consulting, Information Technology, Business Management Consulting, Information technology",1,0.03125,Low
"Advertising, SMS Marketing, Marketing, facebook marketing, Online marketing, Marketing",1,0.03125,Low
"General Business, Consulting, Business Management Consulting, Financial Activity, financial services",1,0.03125,Low
"Fashion, Industrial Services, Furniture, Manufacturing",1,0.03125,Low
"Advertising, Social Media, Software Applications, Web Development, Information Technology, Software, Social Media Management, Information technology, Advertising",1,0.03125,Low
Religion,1,0.03125,Low
"General Office Services, Office Furniture, Computer Consumables, Furniture Manufacturers, Home and Garden, Furniture Stores",1,0.03125,Low
"Security Services, Computer Repair, Management, Tracking, Fleet",1,0.03125,Low
"Civil Engineering, Structural Engineers",1,0.03125,Low
"Computer Software Solution, Computer Services, Computers Hardware, Networking, Computer Networking, Networking Consultants, Telecommunication, Computers, Information technology, Networking",1,0.03125,Low
"Advertising, Printing, Design and Print, Digital Printing, Courier Services, Cargo Services, Deliveries, Logistics, Printing",1,0.03125,Low
"Banks, Credit Unions, Apartments, Hotels, Tourist Information, Travel Agents, Visa Agencies, Finance, Flights, Travel",1,0.03125,Low
"Security Services, Web Services, Internet Security, Security, Access Control Systems, CCTV Systems, Alarm Systems",1,0.03125,Low
"Clothing and Accessories, Clothes Shops, Ladies Clothing, Mens Clothes, Shoes, Sportswear",1,0.03125,Low
"Energy Suppliers, Electricity Suppliers, Solar Energy, Electrical Goods, Consumer Electronics, Electrical Distribution, Solar",1,0.03125,Low
"Advertising, Advertising Software, Market Research, Training, online business, Advertising",1,0.03125,Low
"Associations, Party, Politics, Lusaka",1,0.03125,Low
"Associations, Social Work Services, Voluntary Organisations, Unions, Organizations, Nonprofit Organizations, Employment",1,0.03125,Low
"Market Research, Data Collection, Independent Research, Data Analysis, Consulting, Data collection",1,0.03125,Low
"Farming, Agricultural Consultant, Agricultural Chemicals, Agricultural Services, Agricultural Equipment, Drip Irrigation, Pop up sprinklers, Irrigation",1,0.03125,Low
"Small Business, Business Loan, Banks, Credit Unions, Financial Activity, financial services, lending",1,0.03125,Low
"Consulting, Software, Business Management Consulting, Financial Activity, Business Intelligence, financial services",1,0.03125,Low
"Computer Consumables, Ink Cartridges, Computer Repair, Business, Computer repair",1,0.03125,Low
"Human Resources, Employment Agencies, Employee Surveys, Employment Training, Travel Agents",1,0.03125,Low
"Automotive, Motorcar Accessories & Supplies, Car Parts and Accessories, Auto Services, Auto Dealers- New & Used, Tire Dealers, tyres in zambia, Tyres",1,0.03125,Low
"Brokers, Insurance Companies, Business Management Consulting, Risk Management, Insurance brokers, Brokers",1,0.03125,Low
"Travel Agents, Air Travel, Car Rental, Travel agent, Car hire, Livingstone, Victoria falls, Zambia, Car rental",1,0.03125,Low
"Retail Services, Packaging Solutions, Farming, Agriculture, Industrial Services, Steel Products, Clothing and Accessories, Headwear, Home and Garden, Jewellery, Textile, Aluminium, Chemicals, Plastic Products, hospital furniture, Hospital equipment, Manufacturing, Wood",1,0.03125,Low
"Solicitors, Wills and Trusts, Attorneys",1,0.03125,Low
"Software Applications, Android, Software",1,0.03125,Low
"Food Manufacturing, Food Consultants, Food Packaging, Food Processing",1,0.03125,Low
"Advertising, Brand Management, Fashion, Modeling Agencies, Film, Television and Video, Models and Props, MODELING AGENCY, zambian models",1,0.03125,Low
"Market Research, Consumer Behaviour, Data Collection, Internet Surveys, Research and Development, Web Analytics",1,0.03125,Low
"Energy Suppliers, Solar Energy, Engineers, Biogroup Zambia, Private Hospitals in Lusaka, Solar energy equipment",1,0.03125,Low
Engineers,1,0.03125,Low
"Cleaning Equipment & Services, General Office Services, Printing, Secretarial Services, Internet Service Providers, Audit and Accounting, Shopping Centres, Air Transport, Logistics, Vehicle Sales, Vehicle Services, Shipping & Port Agent, Best Gynecologist in Lusaka, Abortion Clinics in Zambia, Chisomo Hospital, Forest Park Hospital, Best Private Hospitals in Lusaka, Beit Cure Hospital of Zambia, Private Hospitals in Lusaka, Emergency, Immunisation, Vaccinations, Clinic, Doctors rooms, Paedetrician, Obstetrics, Gynaecology, Medevac, Physician, Medical assistance, Doctor, General practice, Zambia, Lusaka, Healthcare, Medical centres, Ultrasound",1,0.03125,Low
"Energy Suppliers, Solar Energy, Engineers, Farming, Agricultural Supplies, Industrial Services, Davis and Shirtliff, Solar energy equipment, Water treatment",1,0.03125,Low
"Commercial Property, Real Estate Agents, Letting Agents, Property Management, Realtors, PROPERTY MANAGEMENT, Estate agency",1,0.03125,Low
"Advertising, Graphic Design, Media Agencies, Marketing, marketing agency",1,0.03125,Low
"Retail Services, Food Retailers, Industrial Services",1,0.03125,Low
"Advertising, Design Consultants, Small Business, Buying Group, AC Repair Services, Electrical Service, Electrical services, Industrial supplies, Renewable energy",1,0.03125,Low
"Cleaning Equipment & Services, General Office Services, Contract Cleaners, Cleaning service, Pest Control",1,0.03125,Low
"Catering, Food Delivery",1,0.03125,Low
"Food Retailers, Wholesalers, Meats Retail, Beef",1,0.03125,Low
"Cleaning Equipment & Services, General Office Services, Printing, Secretarial Services, Internet Service Providers, Digital Currency Mining, Audit and Accounting, Air Transport, Logistics, Vehicle Services, Shipping & Port Agent, Copper, Development, Mines, Government, Geology, Minerals, Africa, Zambia, Mining",1,0.03125,Low
"General Office Services, Stationery, Arts and Crafts, Industrial Services, Steel Products, Home and Garden, Carpet & Rug Dealers-New, Jewellery, Mobile Phone Shops, Car Parts and Accessories, Car Rental, Vehicle Services",1,0.03125,Low
"General Office Services, Document Management, AC Repair Services, Engineering, Industrial Equipment, Water Treatment, Construction equipment, Water treatment, Engineering",1,0.03125,Low
"General Office Services, Stationery, Communications, Delivery Service, Medical Equipment, GENERAL SUPPLY, Graphics, Printing, Stationery, Advertising",1,0.03125,Low
"Education, Private school",1,0.03125,Low
"Advertising, Brand Management, Cameramen, Catalogue Designers, Copywriters, Design Consultants",1,0.03125,Low
"Fire Safety Consultants, Fire Protection, Fire Risk Assessment, Fire Safety Training",1,0.03125,Low
"Real Estate Agents, Letting Agents, Online Property Listings, Property Consultants, Property Development, Agents, Real estate, Accommodation, Property",1,0.03125,Low
"Advertising, Advertising Agencies, Brand Management, Media Consultancy, Outdoor Advertising, Digital Media, Digital, Branding, Media, Marketing, Advertising",1,0.03125,Low
"Cleaning Equipment & Services, General Office Services, Printing, Secretarial Services, Internet Service Providers, Audit and Accounting, Mobile Phone Shops, Air Transport, Logistics, Vehicle Services, Shipping & Port Agent",1,0.03125,Low
"Restaurants, Take Aways, Wine and Beer, Whisky and Spirits, Hotels, Take away, Affordable, Indian food",1,0.03125,Low
"Advertising, Magazine Publishing, New Media, Online Advertising, Radio Advertising, Social Media, Indo Bank Zambia, Natsave Bank, Investrust Bank",1,0.03125,Low
"Advertising, Online Advertising, Web Design, Web Services, Website Management, SEO, search engine optimization, Digital advertising, Web designing, Online marketing",1,0.03125,Low
"Doctors and Clinics, Pearl of Health Zambia, Pearl of Health Hospital Zambia, Pearl Hospital, Pearl of Health Lusaka, Pearl of Health Hospital Address, Pearl of Health Hospital Lusaka, Pearl of Health Hospital, Pearl of Health",1,0.03125,Low
"Civil Engineering, Construction, Swimming, Services, Pool",1,0.03125,Low
"Computer Software Solution, Farming, Agricultural Services, Software, Management, Agriculture",1,0.03125,Low
"Farming, Agricultural Chemicals, Agricultural Equipment, Agricultural Supplies, Agriculture, Spares, Chemical, Fertilizers, Zambia, Lusaka, Chemicals, Agriculture",1,0.03125,Low
"Advertising, Catalogue Designers, Corporate Identity Design, Design Agencies, Printing, Printing",1,0.03125,Low
Cleaning Equipment & Services,1,0.03125,Low
"Advertising, Security Services",1,0.03125,Low
"Consultants, Computer Consumables, Ink Cartridges, Computer Software Solution, Computers Hardware, Cyber Security, computer hardware, hosting",1,0.03125,Low
"General Office Services, Contract Cleaners, Construction Services, Maintenance, Electrical, Building, Contractors",1,0.03125,Low
"Medical Equipment, Laboratory Testing, Chemicals",1,0.03125,Low
"Schools, Secondary Schools in Lusaka",1,0.03125,Low
"Civil Engineering, Structural Engineers, Engineering",1,0.03125,Low
"Public Relations, Event Services, Hospitality Management, Catering, Catering Staff, Colleges",1,0.03125,Low
"Consulting, Business Management Consulting, Management Consulting, Company Registration, BUSINESS ADVISORY, Consulting",1,0.03125,Low
"Computer Consumables, Ink Cartridges, Printer Supplies, Electrical Goods, Air Conditioning, Electronic Equipment, Phones, Computers, Office furniture",1,0.03125,Low
"Security Services, Industrial Premises, Industrial Security, Security Fencing, Security, Access Control Systems, CCTV Systems",1,0.03125,Low
"Web Design, Web Hosting, Web Services, Domain Name Registration, Internet Security, SSL Certificates, mobile application, website hosting, Website design",1,0.03125,Low
"Security Services, Energy Suppliers, Solar Energy, Engineers, Farming, Agricultural Supplies, Industrial Services, Car Parts and Accessories, Car Rental, Vehicle Services, Batteries, Electronics",1,0.03125,Low
"Advertising, Advertising Agencies, SMS Marketing, Consultants, Communications, SMS Services, Computer Services, Internet Service Providers, Tax Consultants, Business Management Consulting, Smartnet, Internet servicesinternet",1,0.03125,Low
"General Office Services, Archiving, Document Management, Facilities Management, Secure Document Destruction, Storage Services, Records management",1,0.03125,Low
"Advertising, Brand Management, Online Advertising, Best deals in Zambia, Deals in Zambia",1,0.03125,Low
"Architectural Services, Construction Services, Construction Training",1,0.03125,Low
"Medical Equipment, Birth Equipment, Medical Supplies, Surgical Supplies, Nursing and Care, Healthcare Products, Zambia Yp, Industrial chemicals",1,0.03125,Low
"Web Design, Graphic Design, Web Development, Ecommerce, Weddings, Wedding Web Site Designers",1,0.03125,Low
"Advertising, Advertising Agencies",1,0.03125,Low
"Advertising, Magazine Publishing, Web Design, Photography, Cookery, Attractions, youth, Zambia",1,0.03125,Low
"General Office Services, General Business Services, Health and Safety, First Aid Kits, Saftey Equipment, Tapes",1,0.03125,Low
"Apartments, Guest Houses, Hotels, Self Catering Accommodation, Recreation",1,0.03125,Low
"Software Applications, Web Development, Web Hosting, Web Services, Domain Name Registration, Website Maintenance",1,0.03125,Low
"Logistics, Customs Clearing, Transportation, Courier, Warehousing, Freight",1,0.03125,Low
"Market Research, Consumer Behaviour, Data Collection, Independent Research, Market Research Consultants, Research and Development, Surveys, Consultancy, Data collection",1,0.03125,Low
"Consultants, Communications, Telecom Consultants, Networking, Networking Consultants, Consultancy, Computers",1,0.03125,Low
"Haulage, Courier Services, Public Transport, Deliveries, Distribution, Freight, Transport, Haulage",1,0.03125,Low
"Clothing and Accessories, Gadgets, General Shopping, Gifts, Jewellery, Kids, buy and sell in zambia, online shopping in zambia",1,0.03125,Low
"Advertising, Brand Management, Market Research, Marketing, Branding, Marketing",1,0.03125,Low
"Apartments, Guest Houses",1,0.03125,Low
"Colleges, Education, Heavy Equipment Operator School Near Me, Heavy Duty Operators College of Zambia",1,0.03125,Low
"Electrical Goods, Computers, Mobile Phone Shops, Mobile Phones, Online shopping, Laptops",1,0.03125,Low
"Market Research, Web Design, Web Development, Branding, Web development",1,0.03125,Low
"Web Development, Ecommerce",1,0.03125,Low
"Civil Engineering, Bridge Construction, Building Materials, Cold rooms, Refrigeration",1,0.03125,Low
"Advertising, Software Applications",1,0.03125,Low
"Web Development, Database Driven Websites, Web Services, Website Management, Website Maintenance, IT support, Websites, Web Design",1,0.03125,Low
"Marketing, Digital Currency Mining, General Shopping, Kariba, Minerals, Zambia",1,0.03125,Low
"Industrial Services, Industrial Supplies",1,0.03125,Low
"Animal Shelters, Rescue",1,0.03125,Low
Building Materials,1,0.03125,Low
"Printing, Screen Printing, Retail Services, Retail Supplies, Clothing and Accessories, Merchandise",1,0.03125,Low
"Film, Television and Video, Casting, Film and TV Production, Media Production, Video and DVD Production, Film Production Fixing",1,0.03125,Low
"Interior Design, interiors, Interior decor, Interior design",1,0.03125,Low
"General Business, Energy Suppliers, Renewable Energy",1,0.03125,Low
"Security Services, Networking, Computer Networking, Security, ACCESS CONTROL, Solar, Cctv",1,0.03125,Low
"Farming, Wood Products, Industrial Services, Hardware Stores, Building Materials",1,0.03125,Low
"Opticians, Optical Shop, Opticians Near Me, opticians in lusaka",1,0.03125,Low
"Human Resources, Quality Control, Medical Equipment, Laboratory Testing",1,0.03125,Low
"Computer Software Solution, Software Applications, Web Services, E-business Consultancy, Software company, Software development",1,0.03125,Low
"Advertising, Apartments, Attractions, Amusement Parks, Camping and Caravans, Caravan Hire, Hire, Zambia, Lusaka",1,0.03125,Low
"Cleaning Equipment & Services, General Office Services, Printing, Secretarial Services, Internet Service Providers, Audit and Accounting, Energy Suppliers, Solar Energy, Air Transport, Logistics, Vehicle Services, Shipping & Port Agent",1,0.03125,Low
"Logistics, Motorbikes, Transport, Transport Agents",1,0.03125,Low
"Dry Cleaning, Sgs Inspection Services Zambia, Sgs Zambia",1,0.03125,Low
"Construction Services, Construction",1,0.03125,Low
"Industrial Premises, Factories, Product Development, Haulage, Travel",1,0.03125,Low
"Consultants, Computer Services, Computer Repair, Networking, Tax Consultants, Audit and Accounting, IT Solutions, payroll, Local area network, Finance",1,0.03125,Low
"Medical Equipment, Healthcare IT, Laboratory Testing, Farming, Agricultural Services, Science, Zambia",1,0.03125,Low
"Construction Equipment, Concrete, Excavators, Haulage, Transport, Vehicle Manufacturers, Vehicle Sales, Vehicle Services, Auto Parts- New & Used, Tire Dealers, Concrete mixer, Spare parts",1,0.03125,Low
Car Parts and Accessories,1,0.03125,Low
"Human Resources, Private Investigation, Legal Services, Accident Investigation, Detective Agencies, Private investigators, Surveillance",1,0.03125,Low
"Security Services, Computers Hardware, Software Applications, Information Technology, Farming, Agriculture, Food, Agriculture",1,0.03125,Low
"Communications, Wireless Services",1,0.03125,Low
"Advertising, Advertising Agencies, Cleaning Equipment & Services, General Office Services, Printing, Secretarial Services, Internet Service Providers, Audit and Accounting, Travel Agents, Air Transport, Logistics, Vehicle Services, Shipping & Port Agent, Zambia, Lusaka, Advertising",1,0.03125,Low
"Advertising, Social Media, Media",1,0.03125,Low
"Vehicle Sales, Vehicle Services, Auto electriciansauto centres",1,0.03125,Low
"Energy Suppliers, Electricity Suppliers, Renewable Energy, Electrical Distribution, Energy",1,0.03125,Low
"Advertising, SMS Marketing, T-Shirt Printing, Video Production, Web Services, E-business Consultancy, social media marketing, Web development, Web Design",1,0.03125,Low
"Banks, Credit Unions, Barclays Bank Contact Details, Bank Address, Banks in Zambia, Absa Zambia Address, Barclays Bank Zambia Branches, Barclays Bank Zambia",1,0.03125,Low
"Human Resources, Career Management and Planning Advisors, Market Research, Information Technology, Audit and Accounting, Apartments, Accounting",1,0.03125,Low
"Marketing, Small Business, Business Sales, Used japanese vehicles, Used japanese cars, Japanese used cars, Second hand, Import, Parts, Exporter, Reconditioned, Budget, Cheap, Sale, Vehicles, Cars, Used, Online, Japanese",1,0.03125,Low
"Retail Services, Packaging Solutions, Industrial Services, Steel Products, Clothing and Accessories, Headwear, Home and Garden, Jewellery, Textile, Chemicals, Plastic Products",1,0.03125,Low
"Farming, Wood Products, Steel Products, Hardware Stores, Building Materials, Classecon Roofing Sheets, Classecon",1,0.03125,Low
"Cafes, Restaurants, Apartments, Self Catering Accommodation, Hotel, Accommodation, Apartments",1,0.03125,Low
